"","V1","V2","V3"
"1",16.0296070761979,17.4594818148762,1
"2",17.5137625797652,30.257169646211,1
"3",37.6744434610009,88.8533726334572,1
"4",33.6960579059087,69.8732431279495,1
"5",25.8745076041669,70.8763919072226,1
"6",56.2233209866099,2.00015872251242,1
"7",49.7427087998949,62.1447452344,1
"8",37.6781745487824,1.84314525686204,1
"9",42.8072570147924,32.6634302502498,1
"10",52.8771797684021,43.6470987740904,1
"11",59.5915055973455,72.5637159310281,1
"12",27.641568381805,27.0401101792231,1
"13",38.7830186309293,46.1596062174067,1
"14",10.1839645206928,17.2580487793311,1
"15",54.5336261414923,85.4597995523363,1
"16",53.9244637615047,75.8397701662034,1
"17",48.8438346213661,6.54051753226668,1
"18",14.5255936915055,91.6816598270088,1
"19",23.2078569498844,61.2831017468125,1
"20",26.8357471120544,68.7093344517052,1
"21",53.8903340836987,0.820180331356823,1
"22",54.1856076940894,5.22577865049243,1
"23",55.5790613545105,5.02844289876521,1
"24",30.6846423912793,93.792149447836,1
"25",25.7160502509214,66.1627047462389,1
"26",17.573675957974,73.3806540258229,1
"27",42.0290218340233,14.1192032024264,1
"28",41.7012764397077,93.8237809110433,1
"29",23.4604612947442,67.5062939757481,1
"30",17.5040626805276,27.5453026173636,1
"31",23.2896141149104,39.5539090503007,1
"32",33.4835923183709,24.0720693022013,1
"33",16.3915833598003,45.4844758380204,1
"34",30.0460730586201,81.3338184729218,1
"35",37.5492898654193,12.1823706896976,1
"36",15.4817753960378,47.4607858574018,1
"37",53.4597213286906,64.8947845678777,1
"38",28.0552113917656,54.5591206289828,1
"39",56.244280366227,1.04503489565104,1
"40",11.7897553974763,36.7959436494857,1
"41",22.8766856272705,29.8809572122991,1
"42",54.9978762655519,2.50214282423258,1
"43",31.9027130049653,51.2530310312286,1
"44",17.0508650504053,30.8682535542175,1
"45",48.4770434116945,64.9352812208235,1
"46",53.4562314883806,47.3407666897401,1
"47",31.5771940071136,3.85783705860376,1
"48",39.3917384580709,59.5718463184312,1
"49",40.0648492528126,69.6742275264114,1
"50",51.8964261305518,46.2099380325526,1
"51",57.2938220831566,71.9047183403745,1
"52",10.9797171922401,42.3568995436653,1
"53",29.8508398374543,23.5821978421882,1
"54",52.1745028928854,23.27004596591,1
"55",25.39393075509,67.6461875904351,1
"56",23.3035690756515,87.9602620378137,1
"57",11.0999237303622,14.3694592406973,1
"58",33.5644842381589,16.1937864730135,1
"59",20.8286002534442,63.4874186245725,1
"60",42.4765871046111,20.375690725632,1
"61",13.7542648846284,9.68510401435196,1
"62",31.9752027885988,95.1523717259988,1
"63",38.0260908417404,87.6700213877484,1
"64",12.0474689896218,59.0628295438364,1
"65",15.1293226657435,98.6016508191824,1
"66",53.3014794019982,12.4640098307282,1
"67",20.3454900323413,84.0659669134766,1
"68",42.9955089720897,67.1499906340614,1
"69",53.960991979111,64.3669395940378,1
"70",55.8940043812618,44.4885763339698,1
"71",28.9549281960353,88.5554467327893,1
"72",30.5348931951448,21.9892080873251,1
"73",52.2582523780875,6.22443484608084,1
"74",44.1916435514577,43.0030448595062,1
"75",44.3514221603982,37.4855307396501,1
"76",38.6160946008749,22.7101135998964,1
"77",40.3442041040398,97.7222751826048,1
"78",36.5463034273125,49.8850147472695,1
"79",31.388598671183,12.351286620833,1
"80",19.5198589027859,93.1640897179022,1
"81",12.1254601189867,11.749383318238,1
"82",59.6136476984248,98.3759881462902,1
"83",21.574858147651,25.6927409442142,1
"84",17.8724836581387,53.5643110983074,1
"85",47.4542867066339,74.1703703301027,1
"86",50.1439252658747,58.6316208122298,1
"87",42.0006342488341,32.6270467601717,1
"88",39.5444759656675,48.7471546744928,1
"89",23.8062458485365,73.0107608251274,1
"90",54.5002843975089,27.0797465695068,1
"91",17.4458541814238,3.22492236737162,1
"92",40.2551610162482,51.1352361179888,1
"93",51.7404755135067,62.3288944596425,1
"94",12.6333217159845,80.1780387293547,1
"95",19.0886675403453,33.6623098934069,1
"96",17.68619942246,90.7606990076602,1
"97",19.4837450422347,81.0624448815361,1
"98",35.7723451359197,50.376534787938,1
"99",29.6800465579145,83.4288285812363,1
"100",32.8021764894947,21.0042658727616,1
"101",16.5623875241727,10.5430187657475,1
"102",55.1593151432462,93.2108272099867,1
"103",27.2815065248869,49.2313593160361,1
"104",53.4121673926711,58.7685890495777,1
"105",30.5418542958796,92.7209651563317,1
"106",39.6832069871016,51.1170922080055,1
"107",14.577840026468,74.4330439483747,1
"108",32.1383003168739,49.5816616807133,1
"109",51.9088337570429,18.3419300243258,1
"110",55.9386425907724,72.2579145105556,1
"111",35.4160990240052,71.3891654741019,1
"112",18.9896158315241,14.4955709343776,1
"113",56.0988261271268,86.8498741649091,1
"114",46.5424128016457,39.1774988733232,1
"115",31.4093771181069,76.7060497310013,1
"116",31.6757136629894,44.6523471735418,1
"117",37.3489766404964,9.81922871433198,1
"118",58.3177341986448,32.6171957422048,1
"119",54.1563648753799,11.2006293609738,1
"120",16.0286352760158,38.6370360618457,1
"121",11.6699560219422,21.9009603839368,1
"122",30.0366153148934,98.3723636716604,1
"123",51.6949073551223,61.3589071901515,1
"124",12.7669813483953,30.9359299717471,1
"125",49.3412759411149,7.15504973195493,1
"126",25.0093114934862,61.5994724910706,1
"127",39.650409205351,92.4264309229329,1
"128",36.440007193014,14.3139892024919,1
"129",13.3383335103281,17.3329311655834,1
"130",43.2929005962797,67.5516853109002,1
"131",20.6376228504814,9.07109261024743,1
"132",15.3485224489123,65.9010127186775,1
"133",59.0890939952806,44.9940197402611,1
"134",31.0859606508166,63.1859440356493,1
"135",49.417122665327,57.0657677017152,1
"136",47.2569277766161,63.5590649442747,1
"137",52.0626728329808,58.7485012132674,1
"138",41.5091886557639,77.6465770089999,1
"139",40.72256189771,21.5796975651756,1
"140",52.5118168466724,9.71939617302269,1
"141",43.4304465912282,74.6835163794458,1
"142",35.6563411210664,74.4914724491537,1
"143",59.5062214089558,2.17100968584418,1
"144",38.2474854611792,97.0415449002758,1
"145",56.6378230601549,67.3039662884548,1
"146",22.5055433483794,71.1349999764934,1
"147",42.0959000149742,1.4049433870241,1
"148",52.3342093941756,57.8628118149936,1
"149",59.3967561167665,33.3960418123752,1
"150",37.4748553289101,95.6756017170846,1
"151",47.327085097786,1.44794615916908,1
"152",22.7950789406896,61.0749829560518,1
"153",44.134622476995,92.5679674372077,1
"154",47.8975142375566,93.6477774055675,1
"155",22.1655624825507,28.1187358545139,1
"156",55.7708238973282,25.0063389306888,1
"157",57.415677329991,2.4474635720253,1
"158",52.053636314813,36.3999084802344,1
"159",14.6282576629892,89.1079337336123,1
"160",36.677111745812,55.8642793213949,1
"161",15.8823641971685,93.662576097995,1
"162",55.854721928481,38.2828795583919,1
"163",34.3500680429861,11.5058865398169,1
"164",27.3980809631757,15.1002284372225,1
"165",52.305485252291,74.8642821563408,1
"166",58.8240909879096,51.1805145069957,1
"167",50.2963260305114,92.6907795714214,1
"168",34.4322417885996,31.7891089012846,1
"169",36.9590276526287,73.9900250919163,1
"170",36.8594508175738,85.3650222998112,1
"171",36.0514139197767,12.3347645625472,1
"172",24.7909481893294,36.5270051872358,1
"173",59.6601802879013,29.5485439710319,1
"174",23.6214704369195,2.68662981688976,1
"175",10.3760576946661,63.06840213947,1
"176",41.7645544651896,98.9445064915344,1
"177",38.821798262652,73.955779732205,1
"178",38.5138380713761,85.9534572111443,1
"179",16.3920902786776,71.3129770709202,1
"180",42.6363195548765,36.9647580664605,1
"181",59.1609657648951,52.3108357563615,1
"182",20.9519805526361,72.8379499400035,1
"183",50.5992479878478,7.46306772343814,1
"184",33.4670930774882,86.7035373114049,1
"185",22.3487111995928,24.3695660727099,1
"186",45.6608565547504,13.9465865679085,1
"187",10.7570344023407,88.0434024613351,1
"188",26.5271289064549,42.3488008556888,1
"189",54.5213631843217,28.467603912577,1
"190",22.0741800987162,25.9322491008788,1
"191",54.7712764842436,30.4465332301334,1
"192",49.1208371496759,50.3658376866952,1
"193",54.3901897524484,29.6296047046781,1
"194",41.6985661513172,60.7951940968633,1
"195",27.421477579046,50.4088912392035,1
"196",48.0155380698852,12.2148054651916,1
"197",18.5817372775637,14.226213330403,1
"198",40.1595112890936,39.6332128439099,1
"199",35.7879917160608,98.5342231811956,1
"200",49.687466295436,57.5467308284715,1
"201",30.3903696732596,98.2592893764377,1
"202",54.6001036092639,37.5782751012594,1
"203",21.3149535725825,46.7609260231256,1
"204",34.8461100040004,81.887014512904,1
"205",57.0131396315992,69.1518522799015,1
"206",30.805244310759,14.7376121720299,1
"207",39.8846155405045,50.9729327401146,1
"208",59.0701247006655,85.1430827053264,1
"209",14.9751991173252,11.0269354190677,1
"210",43.6250978405587,3.09915188699961,1
"211",53.4089007787406,10.7948188437149,1
"212",13.3159666345455,3.65331729408354,1
"213",58.1051827315241,54.0473516331986,1
"214",41.8499709479511,27.4412903003395,1
"215",13.8040538900532,82.7234104042873,1
"216",24.9557851720601,55.7450826978311,1
"217",52.48097226955,10.4278208687901,1
"218",51.0586316604167,61.9857072131708,1
"219",57.5172542384826,63.2879252079874,1
"220",53.1678954162635,71.4697196148336,1
"221",34.8435771209188,48.5705589409918,1
"222",12.1862346911803,19.2949402146041,1
"223",24.9457121849991,11.8848153855652,1
"224",24.6510173566639,13.8629223452881,1
"225",30.2984337462112,29.4888376491144,1
"226",56.3366756448522,91.7842105496675,1
"227",25.3272428782657,24.5623703347519,1
"228",14.6731537790038,78.0068113468587,1
"229",14.5643371180631,87.7640141174197,1
"230",38.2513603568077,99.1545235505328,1
"231",16.7316733533517,96.2489594239742,1
"232",43.3648004103452,65.2353787794709,1
"233",47.0326860109344,64.1955182189122,1
"234",20.4530010488816,9.29568214341998,1
"235",51.7235083179548,38.36276428774,1
"236",29.507352844812,29.5141824753955,1
"237",50.4418055666611,0.13248638715595,1
"238",27.3941963119432,70.6240545958281,1
"239",16.5123641514219,7.69741493277252,1
"240",32.4240054492839,60.4311267845333,1
"241",32.0141091151163,87.966591771692,1
"242",21.2287455936894,87.4059746041894,1
"243",21.4308295538649,93.228477309458,1
"244",50.8630080637522,74.2303110193461,1
"245",14.5940219657496,32.7296142233536,1
"246",12.1076937089674,47.9938649572432,1
"247",19.4780116225593,89.914495148696,1
"248",21.8664446054026,23.5010390169919,1
"249",29.2904599010944,84.7436839947477,1
"250",11.963720866479,82.4383757309988,1
"251",38.3197425189428,57.6496464200318,1
"252",24.8994293878786,28.4974601352587,1
"253",20.126320947893,54.140843776986,1
"254",22.3116972274147,59.1671220958233,1
"255",42.4060449027456,66.7747698258609,1
"256",13.8933416944928,16.1094746319577,1
"257",50.5103700468317,92.334374692291,1
"258",55.6114569446072,17.8491667145863,1
"259",50.6315102474764,26.0529478313401,1
"260",33.502446198836,69.3727268371731,1
"261",54.349698361475,33.4666570881382,1
"262",38.5897844587453,54.6441363403574,1
"263",28.8108631293289,32.5421768706292,1
"264",47.8833718015812,24.2468150798231,1
"265",17.4069819995202,16.5620035957545,1
"266",38.807780565694,96.7177983839065,1
"267",54.0753253409639,32.9733355669305,1
"268",14.8658843501471,92.0222090557218,1
"269",37.7918308973312,8.28162974212319,1
"270",33.6918607261032,74.9793111346662,1
"271",19.7401679493487,12.0856618974358,1
"272",59.1555024171248,92.1569859143347,1
"273",59.7788668144494,56.2348866369575,1
"274",59.5739069767296,37.0075290091336,1
"275",52.7571658976376,66.569976741448,1
"276",32.8464899235405,13.0120281362906,1
"277",26.085243714042,26.5042855637148,1
"278",21.9968102080747,81.0552916722372,1
"279",47.9206876270473,14.4520442001522,1
"280",15.6171487667598,50.8327898336574,1
"281",26.2570533459075,52.4023320991546,1
"282",19.1417470714077,64.798323623836,1
"283",12.4795367033221,84.688111837022,1
"284",11.6450427356176,93.4911703225225,1
"285",57.1676315646619,45.8811844931915,1
"286",45.8079348923638,62.2753771720454,1
"287",45.1465160958469,56.7159708123654,1
"288",59.4560714461841,78.3419894287363,1
"289",30.2017602627166,58.6229697568342,1
"290",12.7558428817429,52.3651341209188,1
"291",56.0391656728461,48.7514693289995,1
"292",12.2105613257736,92.4813534133136,1
"293",37.3080516722985,62.3789423378184,1
"294",11.3032867689617,87.13648179546,1
"295",18.6447202134877,92.1878668945283,1
"296",10.048303056974,46.6430936707184,1
"297",49.4746182486415,14.2637092620134,1
"298",39.0196142159402,51.5904146013781,1
"299",51.3369924179278,64.6655891090631,1
"300",57.1821188926697,47.2796445945278,1
"301",36.0865076677874,79.1595357237384,1
"302",51.9130129157566,76.3992113992572,1
"303",44.2271334724501,86.1914032371715,1
"304",12.2609138395637,14.1047144541517,1
"305",33.5461862175725,20.4354869667441,1
"306",24.1257280949503,43.2150831911713,1
"307",56.5213681687601,69.0761644858867,1
"308",34.9309107428417,51.7825865885243,1
"309",42.7683069510385,11.1335778143257,1
"310",59.9845024081878,90.1890758657828,1
"311",53.196611944586,22.3517837002873,1
"312",33.3109245309606,2.55634489003569,1
"313",21.8451041984372,70.9868499310687,1
"314",29.2098567495123,91.1951998481527,1
"315",33.3996284776367,41.4525775471702,1
"316",38.992681496311,12.3877186561003,1
"317",56.2671788525768,52.9398266691715,1
"318",59.9488958856091,23.6180562293157,1
"319",33.6075903172605,53.6550540011376,1
"320",39.5929313171655,62.1101846685633,1
"321",43.2515773246996,37.6352432183921,1
"322",53.2679346995428,66.2815519142896,1
"323",45.961484501604,75.8343093795702,1
"324",47.3400752898306,71.5573910158128,1
"325",36.5400102478452,26.7421385506168,1
"326",44.6188619267195,55.9556815307587,1
"327",15.2394862985238,77.8693702071905,1
"328",31.5078571462072,69.1940389107913,1
"329",40.2567578153685,87.2001412790269,1
"330",39.2935179895721,6.09287563711405,1
"331",18.7327821762301,9.05445001553744,1
"332",45.6097766547464,34.191646752879,1
"333",53.7981168157421,76.0613264283165,1
"334",51.1699503776617,30.3781825117767,1
"335",21.2757040536962,39.7843314800411,1
"336",46.8054687394761,82.1362582501024,1
"337",12.1085099433549,74.5623487513512,1
"338",19.9218655261211,49.2616506991908,1
"339",40.408805096522,5.57889454066753,1
"340",19.8148388788104,85.4944451712072,1
"341",46.2813721294515,42.9110765224323,1
"342",56.0018489509821,3.23193268850446,1
"343",35.5763603840023,22.5540934829041,1
"344",12.7847728459165,2.85561003256589,1
"345",35.6870879558846,49.4670229498297,1
"346",28.4347512782551,48.6501679988578,1
"347",23.4089049417526,47.4761864868924,1
"348",17.3572014691308,39.6648582536727,1
"349",22.4276589602232,69.7006244212389,1
"350",29.8818180011585,63.7190203182399,1
"351",49.6420509088784,78.494538529776,1
"352",50.8326915814541,4.41558470483869,1
"353",29.3814210477285,25.0942182261497,1
"354",27.8143355762586,19.179920386523,1
"355",55.5973327159882,55.922270170413,1
"356",45.5493647162803,76.2227143393829,1
"357",34.8932505608536,70.1471249107271,1
"358",49.2368194181472,52.9462267644703,1
"359",51.5317020961083,79.5639910036698,1
"360",25.1815729914233,24.9040099559352,1
"361",59.5749365421943,49.3574466789141,1
"362",34.7912195511162,72.0096125500277,1
