"V1","V2","V3"
1.91817484568513,1.5780788199192,1
3.21054964550956,2.78264631140536,1
3.86510685733985,1.93973264665546,1
1.4624271524003,2.05125563291939,1
1.33932196977498,2.21025564586921,1
2.62476178368341,2.17956901685649,1
2.46528958461638,1.43933117331705,1
4.27997129916081,2.46498863911507,1
2.67345839897881,2.2821030285866,1
3.1177567036288,1.757582184268,1
2.31518014954017,2.62898061377113,0
-0.19500001401555,1.29463448253851,0
0.869460232759223,3.37209887483726,0
1.35486273030437,3.84717466970608,0
-0.0892493225015061,1.95905325135427,0
0.42785595416511,2.05002433817969,0
2.65365989784019,3.21837782111119,0
1.07106481034936,3.96434075305598,0
0.413287045494574,2.29993259876149,0
0.947207490515184,0.745664654694961,0
1.72291877996025,2.99875409388677,0
0.679991044508676,1.04487327512597,0
1.95889154406058,0.885978391701031,0
1.71193306301806,2.20665830649977,0
-0.648285685162383,2.38489060719723,0
2.52444140175184,2.16398451764405,0
1.6308958905543,2.36191456386334,0
0.247372409536003,1.61902608068354,0
2.18808334720087,0.436723171583811,0
2.1478360830885,1.82144170080735,0
1.62083519570131,0.646024882394752,0
0.777074821835011,1.41115439100202,0
0.230622555499615,2.28119763688376,0
1.64212033242841,2.34199603096481,0
1.78417657701945,1.09718773223062,0
0.116129612969102,0.523519116450759,0
0.337779963656497,2.99848949275603,0
0.797138091664209,-0.0961434672953487,0
1.88540228339119,2.10868600276772,0
2.24816344499611,2.71350554567821,0
0.871543206992234,3.04902454512623,0
2.38650839818795,2.72475121585396,0
-0.153079937079638,3.63607385703214,0
-0.0806208418373409,1.92947225143738,0
1.83695197276038,2.6315014797515,0
0.734160686226244,1.8596155032078,0
-1.26202961644887,2.07487903484488,0
0.292416859270635,1.56451963557506,0
1.20493711826752,2.52967386425709,0
-0.283927504022148,-0.0373558749354728,0
2.18263563499565,3.71565088196162,0
0.614550119645939,0.617801075208259,0
0.718320876817975,1.56675244673139,0
1.54302270537094,1.84623416956749,0
0.633540628434762,1.55787274837506,0
1.00611091834748,1.87532833126124,0
0.936967976320978,2.53921237333268,0
1.322231685705,2.5232680668366,0
1.30984082324977,2.60889522103242,0
1.65217070772587,3.57100620599056,0
-0.633778119952061,1.72130259815628,0
0.771068840086006,2.39155361458351,0
0.480735897848297,1.30970011655804,0
0.378869571262627,1.48882935932049,0
-0.810341325159192,2.68633207950068,0
1.55079403273208,0.816575615215206,0
0.704934977542368,1.20837087062727,0
1.58949064394653,1.66848378454154,0
1.20907975055543,0.818871183499584,0
1.02793850947652,2.97862918660949,0
1.10836503491996,1.64849415159006,0
0.583195351769467,0.528033986800952,0
0.783871394190454,0.980705736006851,0
2.30698619654671,2.21164092229745,0
1.89113123340507,2.09743026045147,0
0.0786352034827689,2.33190793234492,0
1.58466562667891,2.74585683209475,0
2.0291536937943,1.52824420149034,0
1.33736420478505,1.40329248036455,0
0.213656522949915,2.6248812177685,0
0.484010978370196,1.15308313385637,0
2.2405306485516,2.41848693532031,0
-0.358070377084972,3.76319860246826,0
3.09803963994851,1.60828807078066,0
0.07194549024181,3.10075051223924,0
-0.0711572459477496,1.60377149936469,0
0.387811696878128,3.39653333846864,0
3.5650039262421,3.09035777152501,0
1.34843277920248,1.64876294381166,0
-0.33768180432443,2.84813317808486,0
-1.2555226236116,1.48933560403738,0
1.59827418231324,1.42140393432489,0
2.24899013919078,2.83042169615564,0
0.228821169906584,1.30265532059337,0
1.16656445711524,1.74973042197033,0
0.834561199334452,1.8969081236313,0
1.54757332042238,3.4065306808222,0
1.62910626876253,1.88697386009623,0
1.17455602179594,2.34555290449947,0
0.511937402634477,2.75998961169282,0
0.81479386600823,-0.571737463592891,0
1.2392771974145,0.732004677260192,0
2.53664920366894,1.77042475160881,0
0.367462328534106,3.23716444452122,0
-0.295350579830421,2.04352008171093,0
0.613861244131265,4.19590080598422,0
0.199736375273881,2.20372176622438,0
1.29735619619474,1.54465187240093,0
2.69467322323139,3.14763529355692,0
1.50616120981544,2.01864811128682,0
