"x1","x2","class"
0.442048044908314,-1.60645922926388,0
-0.0499176781915006,0.264544509216608,0
0.898237882478317,0.53912163852796,0
0.63674099202561,-1.27960849071421,0
-0.86390090731087,-0.143879408944687,0
-1.40278913934008,-1.16863081586521,0
-0.205727648022796,-0.358037680480378,0
-0.609695236943574,-0.0323000637437831,0
-0.363155617287874,0.0842648716901712,0
0.659352222682468,0.231652256901479,0
1.0825434793074,0.185733015008238,0
1.17032514883906,0.476361418608037,0
-0.255488526839844,1.45176044580944,0
-1.29792285520856,0.989991056367683,0
1.07943841106891,-0.0810608796287929,0
0.11370144609849,0.177645487955758,0
-0.738438041447249,1.99350672803228,0
1.09869186030862,0.607519367115582,0
-1.40263233322324,0.0540864579590178,0
0.165556285590336,2.96851410474582,0
-1.86245215355998,-1.90449433062509,0
2.31263071486472,0.333294749341169,0
0.141235674170794,1.23911002861403,0
0.891682598491775,-0.870493284968364,0
-0.638191442832015,0.941397783455626,0
-0.289861603514815,0.481703155608131,0
-1.18929023943595,-0.973135614109804,0
2.16026313480752,-1.95438993960632,0
-0.12772352257894,0.391574760048884,0
-1.85028151405916,-0.605568193968123,0
-0.431805834532608,0.89371516191823,0
1.6115085387118,-0.0551379638344676,0
0.757180566383927,1.05226234284658,0
-2.13449851418513,0.887487097207244,0
0.979204783200068,0.738876431259222,0
-0.541586666209664,-0.266694406738172,0
-0.642322130809672,-1.32220923304212,0
-0.947618518401787,-0.667189819069333,0
-1.10147496921578,0.448348526829176,0
3.29041944843999,-0.484917910559886,0
0.498194867316625,-1.24724585905065,0
0.128673150084101,0.902070067746773,0
-0.0564814846632578,0.258151229494554,0
-0.0313003499243137,1.93957328904316,0
-0.0617393339820875,0.302996652677376,0
-0.402028969079947,0.312582437831118,0
0.897499802498877,-1.15123499086834,0
1.87020208622219,-1.15478001332671,0
-0.273994794646325,0.618419348918995,0
-0.391435265227716,-2.10254390595736,0
1.42293871242979,0.0216361812425955,0
-0.0143273416305307,1.15091920038132,0
1.65709142704001,-0.370804248434923,0
0.834087403691272,0.0508492845952345,0
-1.21438608038272,1.2168944249276,0
-0.251576207845205,-0.622125217485718,0
0.728390416828434,-0.409132856649811,0
-0.367471924958854,0.891113575829523,0
0.785604038307939,-0.187929576848695,0
-0.158270607111006,1.03234372026088,0
-0.976128824101168,1.07223354723573,0
0.0969073843339074,-0.189594378360363,0
1.118438150473,-2.53594893366632,0
0.356051512591232,0.237268768633347,0
-1.14232859087603,-1.87274737254367,0
-1.61062217737763,1.22846015169862,0
0.0430160183373691,-1.29111424169035,0
0.499373469848551,-0.0460806388788096,0
-2.29399239911077,-0.138231997107048,0
-0.689503956184971,0.939705409811449,0
-1.08259855461813,-1.22224940441468,0
1.21049425134396,0.166079057013121,0
-0.949444728062693,1.23003004032881,0
0.444776244434069,0.758475329017365,0
-0.701887594339715,-0.391656932019986,0
-0.216663696028008,0.425644648448282,0
1.26763458108742,-1.20865349855751,0
-0.983199213445272,-0.00697860627821465,0
1.92348216307648,-1.40155946680561,0
-0.413490736208567,-1.83831346414062,0
-0.635208425959902,1.37712025375876,0
-1.11261102989382,-1.91317628007854,0
